State,Year,Metric,Value
Lakshadweep,2019,Post Graduate Female,26.0
Lakshadweep,2018,Post Graduate Female,26.0
Lakshadweep,2017,Post Graduate Female,33.0
Lakshadweep,2016,Post Graduate Female,12.0
Madhya Pradesh,2020,Post Graduate Female,175910.0
Madhya Pradesh,2019,Post Graduate Female,150926.0
Madhya Pradesh,2018,Post Graduate Female,112362.0
Madhya Pradesh,2017,Post Graduate Female,99069.0
Madhya Pradesh,2016,Post Graduate Female,92331.0
Maharashtra,2020,Post Graduate Female,206097.0
Maharashtra,2019,Post Graduate Female,215963.0
Maharashtra,2018,Post Graduate Female,205550.0
Maharashtra,2017,Post Graduate Female,172083.0
Maharashtra,2016,Post Graduate Female,157145.0
Manipur,2020,Post Graduate Female,4070.0
Manipur,2019,Post Graduate Female,3274.0
Manipur,2018,Post Graduate Female,2633.0
Manipur,2017,Post Graduate Female,2211.0
Manipur,2016,Post Graduate Female,2041.0
Meghalaya,2020,Post Graduate Female,4882.0
Meghalaya,2019,Post Graduate Female,4304.0
Meghalaya,2018,Post Graduate Female,3772.0
Meghalaya,2017,Post Graduate Female,3121.0
Meghalaya,2016,Post Graduate Female,2855.0
Mizoram,2020,Post Graduate Female,1313.0
Mizoram,2019,Post Graduate Female,1173.0
Mizoram,2018,Post Graduate Female,1174.0
Mizoram,2017,Post Graduate Female,1183.0
Mizoram,2016,Post Graduate Female,1045.0
Nagaland,2020,Post Graduate Female,2865.0
Nagaland,2019,Post Graduate Female,2205.0
Nagaland,2018,Post Graduate Female,1996.0
Nagaland,2017,Post Graduate Female,1444.0
Nagaland,2016,Post Graduate Female,1403.0
Odisha,2020,Post Graduate Female,36806.0
Odisha,2019,Post Graduate Female,34649.0
Odisha,2018,Post Graduate Female,30870.0
Odisha,2017,Post Graduate Female,28156.0
Odisha,2016,Post Graduate Female,23957.0
Puducherry,2020,Post Graduate Female,7009.0
Puducherry,2019,Post Graduate Female,5473.0
Puducherry,2018,Post Graduate Female,4928.0
Puducherry,2017,Post Graduate Female,4343.0
Puducherry,2016,Post Graduate Female,4030.0
Punjab,2020,Post Graduate Female,48376.0
Punjab,2019,Post Graduate Female,57741.0
Punjab,2018,Post Graduate Female,61071.0
Punjab,2017,Post Graduate Female,72264.0
Punjab,2016,Post Graduate Female,66793.0
Rajasthan,2020,Post Graduate Female,105900.0
Rajasthan,2019,Post Graduate Female,107686.0
Rajasthan,2018,Post Graduate Female,88245.0
Rajasthan,2017,Post Graduate Female,84109.0
Rajasthan,2016,Post Graduate Female,70062.0
Sikkim,2020,Post Graduate Female,2312.0
Sikkim,2019,Post Graduate Female,1540.0
Sikkim,2018,Post Graduate Female,1264.0
Sikkim,2017,Post Graduate Female,1376.0
Sikkim,2016,Post Graduate Female,1031.0
Tamil Nadu,2020,Post Graduate Female,175312.0
Tamil Nadu,2019,Post Graduate Female,180859.0
Tamil Nadu,2018,Post Graduate Female,193722.0
Tamil Nadu,2017,Post Graduate Female,173486.0
Tamil Nadu,2016,Post Graduate Female,163173.0
Telangana,2020,Post Graduate Female,87864.0
Telangana,2019,Post Graduate Female,82606.0
Telangana,2018,Post Graduate Female,85725.0
Telangana,2017,Post Graduate Female,88296.0
Telangana,2016,Post Graduate Female,81846.0
The Dadra and Nagar Haveli and Daman and Diu,2020,Post Graduate Female,508.0
The Dadra and Nagar Haveli and Daman and Diu,2019,Post Graduate Female,433.0
The Dadra and Nagar Haveli and Daman and Diu,2018,Post Graduate Female,308.0
The Dadra and Nagar Haveli and Daman and Diu,2017,Post Graduate Female,198.0
The Dadra and Nagar Haveli and Daman and Diu,2016,Post Graduate Female,176.0
Tripura,2020,Post Graduate Female,2425.0
Tripura,2019,Post Graduate Female,1932.0
Tripura,2018,Post Graduate Female,1867.0
Tripura,2017,Post Graduate Female,1276.0
Tripura,2016,Post Graduate Female,1386.0
Uttar Pradesh,2020,Post Graduate Female,332791.0
Uttar Pradesh,2019,Post Graduate Female,311564.0
Uttar Pradesh,2018,Post Graduate Female,309829.0
Uttar Pradesh,2017,Post Graduate Female,331580.0
Uttar Pradesh,2016,Post Graduate Female,310861.0
Uttarakhand,2020,Post Graduate Female,40142.0
Uttarakhand,2019,Post Graduate Female,30380.0
Uttarakhand,2018,Post Graduate Female,28739.0
Uttarakhand,2017,Post Graduate Female,26538.0
Uttarakhand,2016,Post Graduate Female,24165.0
West Bengal,2020,Post Graduate Female,58050.0
West Bengal,2019,Post Graduate Female,48248.0
West Bengal,2018,Post Graduate Female,44754.0
West Bengal,2017,Post Graduate Female,40401.0
West Bengal,2016,Post Graduate Female,36105.0
India,2020,Post Graduate Both,3451228.0
India,2019,Post Graduate Both,3191089.0
India,2018,Post Graduate Both,3043435.0
India,2017,Post Graduate Both,2935803.0
India,2016,Post Graduate Both,2809122.0
Andaman and Nicobar Islands,2020,Post Graduate Both,352.0
Andaman and Nicobar Islands,2019,Post Graduate Both,352.0
Andaman and Nicobar Islands,2018,Post Graduate Both,455.0
Andaman and Nicobar Islands,2017,Post Graduate Both,438.0
Andaman and Nicobar Islands,2016,Post Graduate Both,448.0
Andhra Pradesh,2020,Post Graduate Both,181102.0
Andhra Pradesh,2019,Post Graduate Both,174099.0
Andhra Pradesh,2018,Post Graduate Both,176036.0
Andhra Pradesh,2017,Post Graduate Both,188578.0
Andhra Pradesh,2016,Post Graduate Both,185672.0
Arunachal Pradesh,2020,Post Graduate Both,7959.0
Arunachal Pradesh,2019,Post Graduate Both,5170.0
Arunachal Pradesh,2018,Post Graduate Both,3793.0
Arunachal Pradesh,2017,Post Graduate Both,3180.0
Arunachal Pradesh,2016,Post Graduate Both,2856.0
Assam,2020,Post Graduate Both,33759.0
Assam,2019,Post Graduate Both,30711.0
Assam,2018,Post Graduate Both,30672.0
Assam,2017,Post Graduate Both,28097.0
Assam,2016,Post Graduate Both,24902.0
Bihar,2020,Post Graduate Both,98240.0
Bihar,2019,Post Graduate Both,73255.0
Bihar,2018,Post Graduate Both,89394.0
Bihar,2017,Post Graduate Both,69461.0
Bihar,2016,Post Graduate Both,77957.0
Chandigarh,2020,Post Graduate Both,12386.0
Chandigarh,2019,Post Graduate Both,12854.0
Chandigarh,2018,Post Graduate Both,12236.0
Chandigarh,2017,Post Graduate Both,13194.0
Chandigarh,2016,Post Graduate Both,12623.0
Chhattisgarh,2020,Post Graduate Both,65229.0
Chhattisgarh,2019,Post Graduate Both,57563.0
Chhattisgarh,2018,Post Graduate Both,52591.0
Chhattisgarh,2017,Post Graduate Both,47423.0
Chhattisgarh,2016,Post Graduate Both,44095.0
Delhi,2020,Post Graduate Both,42321.0
Delhi,2019,Post Graduate Both,48715.0
Delhi,2018,Post Graduate Both,49693.0
Delhi,2017,Post Graduate Both,48602.0
Delhi,2016,Post Graduate Both,43249.0
Goa,2020,Post Graduate Both,5545.0
Goa,2019,Post Graduate Both,4938.0
Goa,2018,Post Graduate Both,4461.0
Goa,2017,Post Graduate Both,3998.0
Goa,2016,Post Graduate Both,4268.0
Gujarat,2020,Post Graduate Both,170388.0
Gujarat,2019,Post Graduate Both,143866.0
Gujarat,2018,Post Graduate Both,134387.0
Gujarat,2017,Post Graduate Both,126936.0
Gujarat,2016,Post Graduate Both,144818.0
Haryana,2020,Post Graduate Both,89560.0
Haryana,2019,Post Graduate Both,80997.0
Haryana,2018,Post Graduate Both,80872.0
Haryana,2017,Post Graduate Both,75872.0
Haryana,2016,Post Graduate Both,73773.0
Himachal Pradesh,2020,Post Graduate Both,19920.0
Himachal Pradesh,2019,Post Graduate Both,18608.0
Himachal Pradesh,2018,Post Graduate Both,18639.0
Himachal Pradesh,2017,Post Graduate Both,18453.0
Himachal Pradesh,2016,Post Graduate Both,16861.0
Jammu and Kashmir,2020,Post Graduate Both,20278.0
Jammu and Kashmir,2019,Post Graduate Both,19159.0
Jammu and Kashmir,2018,Post Graduate Both,19240.0
Jammu and Kashmir,2017,Post Graduate Both,20160.0
Jammu and Kashmir,2016,Post Graduate Both,17299.0
Jharkhand,2020,Post Graduate Both,80789.0
Jharkhand,2019,Post Graduate Both,79503.0
Jharkhand,2018,Post Graduate Both,58733.0
Jharkhand,2017,Post Graduate Both,50107.0
Jharkhand,2016,Post Graduate Both,44536.0
Karnataka,2020,Post Graduate Both,221672.0
Karnataka,2019,Post Graduate Both,197821.0
Karnataka,2018,Post Graduate Both,182000.0
Karnataka,2017,Post Graduate Both,177721.0
Karnataka,2016,Post Graduate Both,169889.0
Kerala,2020,Post Graduate Both,105698.0
Kerala,2019,Post Graduate Both,91156.0
Kerala,2018,Post Graduate Both,85608.0
Kerala,2017,Post Graduate Both,80369.0
Kerala,2016,Post Graduate Both,78612.0
Jammu and Kashmir,2020,Post Graduate Both,93.0
Jammu and Kashmir,2019,Post Graduate Both,54.0
Lakshadweep,2020,Post Graduate Both,26.0
Lakshadweep,2019,Post Graduate Both,26.0
Lakshadweep,2018,Post Graduate Both,26.0
Lakshadweep,2017,Post Graduate Both,37.0
Lakshadweep,2016,Post Graduate Both,13.0
Madhya Pradesh,2020,Post Graduate Both,324755.0
Madhya Pradesh,2019,Post Graduate Both,267276.0
Madhya Pradesh,2018,Post Graduate Both,202796.0
Madhya Pradesh,2017,Post Graduate Both,182180.0
Madhya Pradesh,2016,Post Graduate Both,171801.0
Maharashtra,2020,Post Graduate Both,394684.0
Maharashtra,2019,Post Graduate Both,400302.0
Maharashtra,2018,Post Graduate Both,383483.0
Maharashtra,2017,Post Graduate Both,331703.0
Maharashtra,2016,Post Graduate Both,318077.0
Manipur,2020,Post Graduate Both,7169.0
Manipur,2019,Post Graduate Both,6018.0
Manipur,2018,Post Graduate Both,5066.0
Manipur,2017,Post Graduate Both,4206.0
Manipur,2016,Post Graduate Both,4231.0
Meghalaya,2020,Post Graduate Both,8007.0
Meghalaya,2019,Post Graduate Both,7283.0
Meghalaya,2018,Post Graduate Both,6251.0
Meghalaya,2017,Post Graduate Both,5473.0
Meghalaya,2016,Post Graduate Both,4955.0
Mizoram,2020,Post Graduate Both,2440.0
Mizoram,2019,Post Graduate Both,2316.0
Mizoram,2018,Post Graduate Both,2391.0
Mizoram,2017,Post Graduate Both,2351.0
Mizoram,2016,Post Graduate Both,2121.0
Nagaland,2020,Post Graduate Both,4942.0
Nagaland,2019,Post Graduate Both,3551.0
Nagaland,2018,Post Graduate Both,3295.0
Nagaland,2017,Post Graduate Both,2423.0
Nagaland,2016,Post Graduate Both,2354.0
Odisha,2020,Post Graduate Both,75515.0
Odisha,2019,Post Graduate Both,70447.0
Odisha,2018,Post Graduate Both,61886.0
Odisha,2017,Post Graduate Both,55196.0
Odisha,2016,Post Graduate Both,49557.0
Puducherry,2020,Post Graduate Both,12395.0
Puducherry,2019,Post Graduate Both,9607.0
Puducherry,2018,Post Graduate Both,8716.0
Puducherry,2017,Post Graduate Both,7990.0
Puducherry,2016,Post Graduate Both,7749.0
Punjab,2020,Post Graduate Both,78601.0
Punjab,2019,Post Graduate Both,88731.0
Punjab,2018,Post Graduate Both,91171.0
Punjab,2017,Post Graduate Both,107232.0
Punjab,2016,Post Graduate Both,96796.0
Rajasthan,2020,Post Graduate Both,172014.0
Rajasthan,2019,Post Graduate Both,187617.0
Rajasthan,2018,Post Graduate Both,143695.0
Rajasthan,2017,Post Graduate Both,141852.0
Rajasthan,2016,Post Graduate Both,116340.0
Sikkim,2020,Post Graduate Both,3945.0
Sikkim,2019,Post Graduate Both,2730.0
Sikkim,2018,Post Graduate Both,2325.0
Sikkim,2017,Post Graduate Both,2378.0
Sikkim,2016,Post Graduate Both,1805.0
Tamil Nadu,2020,Post Graduate Both,282180.0
Tamil Nadu,2019,Post Graduate Both,282791.0
Tamil Nadu,2018,Post Graduate Both,303921.0
Tamil Nadu,2017,Post Graduate Both,271571.0
Tamil Nadu,2016,Post Graduate Both,263450.0
Telangana,2020,Post Graduate Both,156409.0
Telangana,2019,Post Graduate Both,148039.0
Telangana,2018,Post Graduate Both,154975.0
Telangana,2017,Post Graduate Both,164576.0
Telangana,2016,Post Graduate Both,166186.0
The Dadra and Nagar Haveli and Daman and Diu,2020,Post Graduate Both,767.0
The Dadra and Nagar Haveli and Daman and Diu,2019,Post Graduate Both,621.0
The Dadra and Nagar Haveli and Daman and Diu,2018,Post Graduate Both,483.0
The Dadra and Nagar Haveli and Daman and Diu,2017,Post Graduate Both,324.0
The Dadra and Nagar Haveli and Daman and Diu,2016,Post Graduate Both,297.0
Tripura,2020,Post Graduate Both,4961.0
Tripura,2019,Post Graduate Both,4068.0
Tripura,2018,Post Graduate Both,4153.0
Tripura,2017,Post Graduate Both,2950.0
Tripura,2016,Post Graduate Both,3244.0
Uttar Pradesh,2020,Post Graduate Both,583247.0
Uttar Pradesh,2019,Post Graduate Both,525714.0
Uttar Pradesh,2018,Post Graduate Both,531428.0
Uttar Pradesh,2017,Post Graduate Both,573413.0
Uttar Pradesh,2016,Post Graduate Both,540138.0
Uttarakhand,2020,Post Graduate Both,71524.0
Uttarakhand,2019,Post Graduate Both,53360.0
Uttarakhand,2018,Post Graduate Both,52314.0
Uttarakhand,2017,Post Graduate Both,48159.0
Uttarakhand,2016,Post Graduate Both,44195.0
West Bengal,2020,Post Graduate Both,112356.0
West Bengal,2019,Post Graduate Both,91771.0
West Bengal,2018,Post Graduate Both,86250.0
West Bengal,2017,Post Graduate Both,79201.0
West Bengal,2016,Post Graduate Both,73955.0
India,2020,Under Graduate Male,15009256.0
India,2019,Under Graduate Male,13817639.0
India,2018,Under Graduate Male,13586745.0
India,2017,Under Graduate Male,13484766.15
India,2016,Under Graduate Male,13383665.0
Andaman and Nicobar Islands,2020,Under Graduate Male,2473.0
Andaman and Nicobar Islands,2019,Under Graduate Male,1933.0
Andaman and Nicobar Islands,2018,Under Graduate Male,2322.0
Andaman and Nicobar Islands,2017,Under Graduate Male,2178.0
Andaman and Nicobar Islands,2016,Under Graduate Male,2165.0
Andhra Pradesh,2020,Under Graduate Male,765880.0
Andhra Pradesh,2019,Under Graduate Male,671286.0
Andhra Pradesh,2018,Under Graduate Male,653301.0
Andhra Pradesh,2017,Under Graduate Male,660999.0
Andhra Pradesh,2016,Under Graduate Male,625596.0
Arunachal Pradesh,2020,Under Graduate Male,19091.0
Arunachal Pradesh,2019,Under Graduate Male,16058.0
Arunachal Pradesh,2018,Under Graduate Male,14019.0
Arunachal Pradesh,2017,Under Graduate Male,13539.0
Arunachal Pradesh,2016,Under Graduate Male,13139.0
Assam,2020,Under Graduate Male,282547.0
Assam,2019,Under Graduate Male,241521.0
Assam,2018,Under Graduate Male,265072.0
Assam,2017,Under Graduate Male,251898.0
Assam,2016,Under Graduate Male,248429.0
Bihar,2020,Under Graduate Male,1057661.0
Bihar,2019,Under Graduate Male,801196.0
Bihar,2018,Under Graduate Male,760584.0
Bihar,2017,Under Graduate Male,723821.0
Bihar,2016,Under Graduate Male,796541.0
Chandigarh,2020,Under Graduate Male,26105.0
Chandigarh,2019,Under Graduate Male,26617.0
Chandigarh,2018,Under Graduate Male,26406.0
Chandigarh,2017,Under Graduate Male,26276.0
Chandigarh,2016,Under Graduate Male,25672.0
Chhattisgarh,2020,Under Graduate Male,203718.0
Chhattisgarh,2019,Under Graduate Male,173403.0
Chhattisgarh,2018,Under Graduate Male,171481.0
Chhattisgarh,2017,Under Graduate Male,166217.0
Chhattisgarh,2016,Under Graduate Male,163885.0
Delhi,2020,Under Graduate Male,167197.0
Delhi,2019,Under Graduate Male,162498.0
Delhi,2018,Under Graduate Male,159224.0
Delhi,2017,Under Graduate Male,157782.0
Delhi,2016,Under Graduate Male,149412.0
Goa,2020,Under Graduate Male,17717.0
Goa,2019,Under Graduate Male,15641.0
Goa,2018,Under Graduate Male,16567.0
Goa,2017,Under Graduate Male,13379.0
Goa,2016,Under Graduate Male,12906.0
Gujarat,2020,Under Graduate Male,675468.0
Gujarat,2019,Under Graduate Male,652694.0
Gujarat,2018,Under Graduate Male,619723.0
Gujarat,2017,Under Graduate Male,615711.0
Gujarat,2016,Under Graduate Male,607268.0
Haryana,2020,Under Graduate Male,305577.0
Haryana,2019,Under Graduate Male,282926.0
Haryana,2018,Under Graduate Male,297161.0
Haryana,2017,Under Graduate Male,306411.0
Haryana,2016,Under Graduate Male,303902.0
Himachal Pradesh,2020,Under Graduate Male,86266.0
Himachal Pradesh,2019,Under Graduate Male,88779.0
Himachal Pradesh,2018,Under Graduate Male,89450.0
Himachal Pradesh,2017,Under Graduate Male,87359.0
Himachal Pradesh,2016,Under Graduate Male,88384.0
Jammu and Kashmir,2020,Under Graduate Male,109709.0
Jammu and Kashmir,2019,Under Graduate Male,112144.0
Jammu and Kashmir,2018,Under Graduate Male,108605.0
Jammu and Kashmir,2017,Under Graduate Male,97068.0
Jammu and Kashmir,2016,Under Graduate Male,95847.0
Jharkhand,2020,Under Graduate Male,286992.0
Jharkhand,2019,Under Graduate Male,300527.0
Jharkhand,2018,Under Graduate Male,281348.0
Jharkhand,2017,Under Graduate Male,278327.0
Jharkhand,2016,Under Graduate Male,274718.0
Karnataka,2020,Under Graduate Male,909437.0
Karnataka,2019,Under Graduate Male,828434.0
Karnataka,2018,Under Graduate Male,754255.0
Karnataka,2017,Under Graduate Male,719930.0
Karnataka,2016,Under Graduate Male,697936.0
Kerala,2020,Under Graduate Male,328404.0
Kerala,2019,Under Graduate Male,287531.0
Kerala,2018,Under Graduate Male,281525.0
Kerala,2017,Under Graduate Male,276683.0
Kerala,2016,Under Graduate Male,273120.0
Jammu and Kashmir,2020,Under Graduate Male,740.0
Jammu and Kashmir,2019,Under Graduate Male,798.0
Lakshadweep,2020,Under Graduate Male,133.0
Lakshadweep,2019,Under Graduate Male,133.0
Lakshadweep,2018,Under Graduate Male,127.0
Lakshadweep,2017,Under Graduate Male,112.0
Lakshadweep,2016,Under Graduate Male,148.0
Madhya Pradesh,2020,Under Graduate Male,998782.0
Madhya Pradesh,2019,Under Graduate Male,825452.0
Madhya Pradesh,2018,Under Graduate Male,719279.0
Madhya Pradesh,2017,Under Graduate Male,700005.0
Madhya Pradesh,2016,Under Graduate Male,678062.0
Maharashtra,2020,Under Graduate Male,1581859.0
Maharashtra,2019,Under Graduate Male,1504364.0
Maharashtra,2018,Under Graduate Male,1504130.0
Maharashtra,2017,Under Graduate Male,1443382.0
Maharashtra,2016,Under Graduate Male,1429213.0
Manipur,2020,Under Graduate Male,60239.0
Manipur,2019,Under Graduate Male,52759.0
Manipur,2018,Under Graduate Male,46921.0
Manipur,2017,Under Graduate Male,43572.0
Manipur,2016,Under Graduate Male,42698.0
Meghalaya,2020,Under Graduate Male,35316.0
Meghalaya,2019,Under Graduate Male,32135.0
Meghalaya,2018,Under Graduate Male,31975.0
Meghalaya,2017,Under Graduate Male,31670.0
Meghalaya,2016,Under Graduate Male,31345.0
Mizoram,2020,Under Graduate Male,13723.0
Mizoram,2019,Under Graduate Male,10938.0
Mizoram,2018,Under Graduate Male,10794.0
Mizoram,2017,Under Graduate Male,10263.0
Mizoram,2016,Under Graduate Male,11030.0
Nagaland,2020,Under Graduate Male,17094.0
Nagaland,2019,Under Graduate Male,16442.0
Nagaland,2018,Under Graduate Male,16205.0
Nagaland,2017,Under Graduate Male,15678.0
Nagaland,2016,Under Graduate Male,14901.0
Odisha,2020,Under Graduate Male,353485.0
Odisha,2019,Under Graduate Male,363971.0
Odisha,2018,Under Graduate Male,394120.0
Odisha,2017,Under Graduate Male,390228.0
Odisha,2016,Under Graduate Male,385789.0
Puducherry,2020,Under Graduate Male,26497.0
Puducherry,2019,Under Graduate Male,22863.0
Puducherry,2018,Under Graduate Male,23585.0
Puducherry,2017,Under Graduate Male,20473.0
Puducherry,2016,Under Graduate Male,19615.0
Punjab,2020,Under Graduate Male,279028.0
Punjab,2019,Under Graduate Male,289293.0
Punjab,2018,Under Graduate Male,304502.0
Punjab,2017,Under Graduate Male,335220.0
Punjab,2016,Under Graduate Male,312815.0
Rajasthan,2020,Under Graduate Male,922456.0
Rajasthan,2019,Under Graduate Male,837759.0
Rajasthan,2018,Under Graduate Male,834092.0
Rajasthan,2017,Under Graduate Male,784493.0
Rajasthan,2016,Under Graduate Male,758502.0
Sikkim,2020,Under Graduate Male,10347.0
Sikkim,2019,Under Graduate Male,8412.0
Sikkim,2018,Under Graduate Male,8156.0
Sikkim,2017,Under Graduate Male,7129.0
Sikkim,2016,Under Graduate Male,6699.0
Tamil Nadu,2020,Under Graduate Male,1091024.0
Tamil Nadu,2019,Under Graduate Male,1094717.0
Tamil Nadu,2018,Under Graduate Male,1085926.0
Tamil Nadu,2017,Under Graduate Male,1072395.0
Tamil Nadu,2016,Under Graduate Male,1041425.0
Telangana,2020,Under Graduate Male,561388.0
Telangana,2019,Under Graduate Male,511433.0
Telangana,2018,Under Graduate Male,529253.0
Telangana,2017,Under Graduate Male,549751.0
Telangana,2016,Under Graduate Male,566916.0
The Dadra and Nagar Haveli and Daman and Diu,2020,Under Graduate Male,4020.0
The Dadra and Nagar Haveli and Daman and Diu,2019,Under Graduate Male,3436.0
The Dadra and Nagar Haveli and Daman and Diu,2018,Under Graduate Male,3127.0
The Dadra and Nagar Haveli and Daman and Diu,2017,Under Graduate Male,2707.0
The Dadra and Nagar Haveli and Daman and Diu,2016,Under Graduate Male,2784.0
Tripura,2020,Under Graduate Male,35886.0
Tripura,2019,Under Graduate Male,34858.0
Tripura,2018,Under Graduate Male,32051.0
Tripura,2017,Under Graduate Male,31857.0
Tripura,2016,Under Graduate Male,34293.0
Uttar Pradesh,2020,Under Graduate Male,2781718.0
Uttar Pradesh,2019,Under Graduate Male,2594537.0
Uttar Pradesh,2018,Under Graduate Male,2607963.0
Uttar Pradesh,2017,Under Graduate Male,2723792.0
Uttar Pradesh,2016,Under Graduate Male,2703343.0
Uttarakhand,2020,Under Graduate Male,194631.0
Uttarakhand,2019,Under Graduate Male,157586.0
Uttarakhand,2018,Under Graduate Male,157059.0
Uttarakhand,2017,Under Graduate Male,144591.0
Uttarakhand,2016,Under Graduate Male,139084.0
West Bengal,2020,Under Graduate Male,796648.0
West Bengal,2019,Under Graduate Male,792565.0
West Bengal,2018,Under Graduate Male,776437.0
West Bengal,2017,Under Graduate Male,779869.0
West Bengal,2016,Under Graduate Male,826083.0
India,2020,Under Graduate Female,14687217.0
India,2019,Under Graduate Female,13911801.0
India,2018,Under Graduate Female,13542118.0
India,2017,Under Graduate Female,12977172.6
India,2016,Under Graduate Female,12307907.0
Andaman and Nicobar Islands,2020,Under Graduate Female,3423.0
Andaman and Nicobar Islands,2019,Under Graduate Female,2757.0
Andaman and Nicobar Islands,2018,Under Graduate Female,3573.0
Andaman and Nicobar Islands,2017,Under Graduate Female,3145.0
Andaman and Nicobar Islands,2016,Under Graduate Female,2974.0
Andhra Pradesh,2020,Under Graduate Female,704221.0
Andhra Pradesh,2019,Under Graduate Female,602648.0
Andhra Pradesh,2018,Under Graduate Female,567063.0
Andhra Pradesh,2017,Under Graduate Female,549687.0
Andhra Pradesh,2016,Under Graduate Female,503014.0
Arunachal Pradesh,2020,Under Graduate Female,15895.0
Arunachal Pradesh,2019,Under Graduate Female,13373.0
Arunachal Pradesh,2018,Under Graduate Female,12954.0
Arunachal Pradesh,2017,Under Graduate Female,12775.0
Arunachal Pradesh,2016,Under Graduate Female,11893.0
Assam,2020,Under Graduate Female,295148.0
Assam,2019,Under Graduate Female,259643.0
Assam,2018,Under Graduate Female,276843.0
Assam,2017,Under Graduate Female,263822.0
Assam,2016,Under Graduate Female,248071.0
Bihar,2020,Under Graduate Female,864953.0
Bihar,2019,Under Graduate Female,647494.0
Bihar,2018,Under Graduate Female,580133.0
Bihar,2017,Under Graduate Female,550366.0
Bihar,2016,Under Graduate Female,597755.0
Chandigarh,2020,Under Graduate Female,28727.0
Chandigarh,2019,Under Graduate Female,28722.0
Chandigarh,2018,Under Graduate Female,28567.0
Chandigarh,2017,Under Graduate Female,29050.0
Chandigarh,2016,Under Graduate Female,27863.0
Chhattisgarh,2020,Under Graduate Female,251446.0
Chhattisgarh,2019,Under Graduate Female,219635.0
Chhattisgarh,2018,Under Graduate Female,204922.0
Chhattisgarh,2017,Under Graduate Female,188330.0
Chhattisgarh,2016,Under Graduate Female,172395.0
Delhi,2020,Under Graduate Female,185508.0
Delhi,2019,Under Graduate Female,178598.0
Delhi,2018,Under Graduate Female,169739.0
Delhi,2017,Under Graduate Female,164764.0
Delhi,2016,Under Graduate Female,151142.0
Goa,2020,Under Graduate Female,21797.0
Goa,2019,Under Graduate Female,20727.0
Goa,2018,Under Graduate Female,21225.0
Goa,2017,Under Graduate Female,19031.0
Goa,2016,Under Graduate Female,17831.0
Gujarat,2020,Under Graduate Female,523944.0
Gujarat,2019,Under Graduate Female,509260.0
Gujarat,2018,Under Graduate Female,479352.0
Gujarat,2017,Under Graduate Female,471275.0
Gujarat,2016,Under Graduate Female,455387.0
Haryana,2020,Under Graduate Female,349690.0
Haryana,2019,Under Graduate Female,333714.0
Haryana,2018,Under Graduate Female,339410.0
Haryana,2017,Under Graduate Female,304134.0
Haryana,2016,Under Graduate Female,284392.0
Himachal Pradesh,2020,Under Graduate Female,110790.0
Himachal Pradesh,2019,Under Graduate Female,113683.0
Himachal Pradesh,2018,Under Graduate Female,113337.0
Himachal Pradesh,2017,Under Graduate Female,109341.0
Himachal Pradesh,2016,Under Graduate Female,104863.0
Jammu and Kashmir,2020,Under Graduate Female,121257.0
Jammu and Kashmir,2019,Under Graduate Female,118427.0
Jammu and Kashmir,2018,Under Graduate Female,127493.0
Jammu and Kashmir,2017,Under Graduate Female,121183.0
Jammu and Kashmir,2016,Under Graduate Female,113913.0
Jharkhand,2020,Under Graduate Female,299084.0
Jharkhand,2019,Under Graduate Female,314385.0
Jharkhand,2018,Under Graduate Female,285456.0
Jharkhand,2017,Under Graduate Female,278589.0
Jharkhand,2016,Under Graduate Female,263353.0
Karnataka,2020,Under Graduate Female,902573.0
Karnataka,2019,Under Graduate Female,847140.0
Karnataka,2018,Under Graduate Female,777917.0
Karnataka,2017,Under Graduate Female,756748.0
Karnataka,2016,Under Graduate Female,708806.0
Kerala,2020,Under Graduate Female,464401.0
Kerala,2019,Under Graduate Female,410502.0
Kerala,2018,Under Graduate Female,397212.0
Kerala,2017,Under Graduate Female,392323.0
Kerala,2016,Under Graduate Female,368794.0
Jammu and Kashmir,2020,Under Graduate Female,1738.0
Jammu and Kashmir,2019,Under Graduate Female,1746.0
Lakshadweep,2020,Under Graduate Female,401.0
Lakshadweep,2019,Under Graduate Female,401.0
Lakshadweep,2018,Under Graduate Female,392.0
Lakshadweep,2017,Under Graduate Female,403.0
Lakshadweep,2016,Under Graduate Female,363.0
Madhya Pradesh,2020,Under Graduate Female,903915.0
Madhya Pradesh,2019,Under Graduate Female,753608.0
Madhya Pradesh,2018,Under Graduate Female,648370.0
Madhya Pradesh,2017,Under Graduate Female,604738.0
Madhya Pradesh,2016,Under Graduate Female,562793.0
Maharashtra,2020,Under Graduate Female,1341819.0
Maharashtra,2019,Under Graduate Female,1341482.0
Maharashtra,2018,Under Graduate Female,1321255.0
Maharashtra,2017,Under Graduate Female,1282847.0
Maharashtra,2016,Under Graduate Female,1213913.0
Manipur,2020,Under Graduate Female,59595.0
Manipur,2019,Under Graduate Female,54453.0
Manipur,2018,Under Graduate Female,47938.0
Manipur,2017,Under Graduate Female,47757.0
Manipur,2016,Under Graduate Female,44860.0
Meghalaya,2020,Under Graduate Female,43731.0
Meghalaya,2019,Under Graduate Female,37234.0
Meghalaya,2018,Under Graduate Female,36789.0
Meghalaya,2017,Under Graduate Female,34497.0
Meghalaya,2016,Under Graduate Female,31952.0
Mizoram,2020,Under Graduate Female,12815.0
Mizoram,2019,Under Graduate Female,9351.0
Mizoram,2018,Under Graduate Female,9069.0
