State,Year,Metric,Value
India,2020,Ph.D. Male,116756.0
India,2019,Ph.D. Male,111400.0
India,2018,Ph.D. Male,95015.0
India,2017,Ph.D. Male,92570.0
India,2016,Ph.D. Male,81795.0
Andaman and Nicobar Islands,2020,Ph.D. Male,7.0
Andaman and Nicobar Islands,2019,Ph.D. Male,5.0
Andaman and Nicobar Islands,2018,Ph.D. Male,44.0
Andaman and Nicobar Islands,2017,Ph.D. Male,42.0
Andaman and Nicobar Islands,2016,Ph.D. Male,64.0
Andhra Pradesh,2020,Ph.D. Male,4283.0
Andhra Pradesh,2019,Ph.D. Male,3837.0
Andhra Pradesh,2018,Ph.D. Male,3054.0
Andhra Pradesh,2017,Ph.D. Male,4007.0
Andhra Pradesh,2016,Ph.D. Male,2932.0
Arunachal Pradesh,2020,Ph.D. Male,470.0
Arunachal Pradesh,2019,Ph.D. Male,565.0
Arunachal Pradesh,2018,Ph.D. Male,396.0
Arunachal Pradesh,2017,Ph.D. Male,397.0
Arunachal Pradesh,2016,Ph.D. Male,365.0
Assam,2020,Ph.D. Male,3648.0
Assam,2019,Ph.D. Male,3214.0
Assam,2018,Ph.D. Male,2970.0
Assam,2017,Ph.D. Male,2633.0
Assam,2016,Ph.D. Male,2545.0
Bihar,2020,Ph.D. Male,2625.0
Bihar,2019,Ph.D. Male,1665.0
Bihar,2018,Ph.D. Male,2239.0
Bihar,2017,Ph.D. Male,1902.0
Bihar,2016,Ph.D. Male,1502.0
Chandigarh,2020,Ph.D. Male,323.0
Chandigarh,2019,Ph.D. Male,409.0
Chandigarh,2018,Ph.D. Male,353.0
Chandigarh,2017,Ph.D. Male,472.0
Chandigarh,2016,Ph.D. Male,629.0
Chhattisgarh,2020,Ph.D. Male,910.0
Chhattisgarh,2019,Ph.D. Male,824.0
Chhattisgarh,2018,Ph.D. Male,965.0
Chhattisgarh,2017,Ph.D. Male,740.0
Chhattisgarh,2016,Ph.D. Male,778.0
Delhi,2020,Ph.D. Male,8112.0
Delhi,2019,Ph.D. Male,8812.0
Delhi,2018,Ph.D. Male,4918.0
Delhi,2017,Ph.D. Male,7580.0
Delhi,2016,Ph.D. Male,5319.0
Goa,2020,Ph.D. Male,276.0
Goa,2019,Ph.D. Male,217.0
Goa,2018,Ph.D. Male,167.0
Goa,2017,Ph.D. Male,71.0
Goa,2016,Ph.D. Male,194.0
Gujarat,2020,Ph.D. Male,4819.0
Gujarat,2019,Ph.D. Male,4380.0
Gujarat,2018,Ph.D. Male,3589.0
Gujarat,2017,Ph.D. Male,3256.0
Gujarat,2016,Ph.D. Male,3035.0
Haryana,2020,Ph.D. Male,2046.0
Haryana,2019,Ph.D. Male,1810.0
Haryana,2018,Ph.D. Male,1827.0
Haryana,2017,Ph.D. Male,1632.0
Haryana,2016,Ph.D. Male,1817.0
Himachal Pradesh,2020,Ph.D. Male,1100.0
Himachal Pradesh,2019,Ph.D. Male,1027.0
Himachal Pradesh,2018,Ph.D. Male,1121.0
Himachal Pradesh,2017,Ph.D. Male,906.0
Himachal Pradesh,2016,Ph.D. Male,721.0
Jammu and Kashmir,2020,Ph.D. Male,2412.0
Jammu and Kashmir,2019,Ph.D. Male,2080.0
Jammu and Kashmir,2018,Ph.D. Male,1392.0
Jammu and Kashmir,2017,Ph.D. Male,1235.0
Jammu and Kashmir,2016,Ph.D. Male,991.0
Jharkhand,2020,Ph.D. Male,1738.0
Jharkhand,2019,Ph.D. Male,2469.0
Jharkhand,2018,Ph.D. Male,2108.0
Jharkhand,2017,Ph.D. Male,1158.0
Jharkhand,2016,Ph.D. Male,1157.0
Karnataka,2020,Ph.D. Male,5752.0
Karnataka,2019,Ph.D. Male,8422.0
Karnataka,2018,Ph.D. Male,8070.0
Karnataka,2017,Ph.D. Male,9103.0
Karnataka,2016,Ph.D. Male,6630.0
Kerala,2020,Ph.D. Male,3184.0
Kerala,2019,Ph.D. Male,2817.0
Kerala,2018,Ph.D. Male,2503.0
Kerala,2017,Ph.D. Male,2256.0
Kerala,2016,Ph.D. Male,2185.0
Jammu and Kashmir,2020,Ph.D. Male,6.0
Jammu and Kashmir,2019,Ph.D. Male,6.0
Madhya Pradesh,2020,Ph.D. Male,3676.0
Madhya Pradesh,2019,Ph.D. Male,3006.0
Madhya Pradesh,2018,Ph.D. Male,2383.0
Madhya Pradesh,2017,Ph.D. Male,2427.0
Madhya Pradesh,2016,Ph.D. Male,1988.0
Maharashtra,2020,Ph.D. Male,9358.0
Maharashtra,2019,Ph.D. Male,7122.0
Maharashtra,2018,Ph.D. Male,4923.0
Maharashtra,2017,Ph.D. Male,5365.0
Maharashtra,2016,Ph.D. Male,4382.0
Manipur,2020,Ph.D. Male,624.0
Manipur,2019,Ph.D. Male,538.0
Manipur,2018,Ph.D. Male,601.0
Manipur,2017,Ph.D. Male,332.0
Manipur,2016,Ph.D. Male,392.0
Meghalaya,2020,Ph.D. Male,469.0
Meghalaya,2019,Ph.D. Male,492.0
Meghalaya,2018,Ph.D. Male,475.0
Meghalaya,2017,Ph.D. Male,466.0
Meghalaya,2016,Ph.D. Male,471.0
Mizoram,2020,Ph.D. Male,551.0
Mizoram,2019,Ph.D. Male,479.0
Mizoram,2018,Ph.D. Male,415.0
Mizoram,2017,Ph.D. Male,347.0
Mizoram,2016,Ph.D. Male,362.0
Nagaland,2020,Ph.D. Male,279.0
Nagaland,2019,Ph.D. Male,270.0
Nagaland,2018,Ph.D. Male,235.0
Nagaland,2017,Ph.D. Male,222.0
Nagaland,2016,Ph.D. Male,94.0
Odisha,2020,Ph.D. Male,1947.0
Odisha,2019,Ph.D. Male,1923.0
Odisha,2018,Ph.D. Male,2052.0
Odisha,2017,Ph.D. Male,1671.0
Odisha,2016,Ph.D. Male,1388.0
Puducherry,2020,Ph.D. Male,271.0
Puducherry,2019,Ph.D. Male,291.0
Puducherry,2018,Ph.D. Male,510.0
Puducherry,2017,Ph.D. Male,522.0
Puducherry,2016,Ph.D. Male,604.0
Punjab,2020,Ph.D. Male,4628.0
Punjab,2019,Ph.D. Male,4111.0
Punjab,2018,Ph.D. Male,4382.0
Punjab,2017,Ph.D. Male,3054.0
Punjab,2016,Ph.D. Male,3151.0
Rajasthan,2020,Ph.D. Male,6588.0
Rajasthan,2019,Ph.D. Male,5478.0
Rajasthan,2018,Ph.D. Male,5296.0
Rajasthan,2017,Ph.D. Male,3925.0
Rajasthan,2016,Ph.D. Male,3672.0
Sikkim,2020,Ph.D. Male,115.0
Sikkim,2019,Ph.D. Male,215.0
Sikkim,2018,Ph.D. Male,211.0
Sikkim,2017,Ph.D. Male,77.0
Sikkim,2016,Ph.D. Male,107.0
Tamil Nadu,2020,Ph.D. Male,17443.0
Tamil Nadu,2019,Ph.D. Male,15816.0
Tamil Nadu,2018,Ph.D. Male,13699.0
Tamil Nadu,2017,Ph.D. Male,16267.0
Tamil Nadu,2016,Ph.D. Male,16363.0
Telangana,2020,Ph.D. Male,4228.0
Telangana,2019,Ph.D. Male,3507.0
Telangana,2018,Ph.D. Male,2191.0
Telangana,2017,Ph.D. Male,3252.0
Telangana,2016,Ph.D. Male,2760.0
Tripura,2020,Ph.D. Male,452.0
Tripura,2019,Ph.D. Male,388.0
Tripura,2018,Ph.D. Male,147.0
Tripura,2017,Ph.D. Male,75.0
Tripura,2016,Ph.D. Male,50.0
Uttar Pradesh,2020,Ph.D. Male,11560.0
Uttar Pradesh,2019,Ph.D. Male,13693.0
Uttar Pradesh,2018,Ph.D. Male,11715.0
Uttar Pradesh,2017,Ph.D. Male,10069.0
Uttar Pradesh,2016,Ph.D. Male,8838.0
Uttarakhand,2020,Ph.D. Male,4099.0
Uttarakhand,2019,Ph.D. Male,3449.0
Uttarakhand,2018,Ph.D. Male,2903.0
Uttarakhand,2017,Ph.D. Male,2419.0
Uttarakhand,2016,Ph.D. Male,1971.0
West Bengal,2020,Ph.D. Male,8757.0
West Bengal,2019,Ph.D. Male,8063.0
West Bengal,2018,Ph.D. Male,7161.0
West Bengal,2017,Ph.D. Male,4690.0
West Bengal,2016,Ph.D. Male,4338.0
India,2020,Ph.D. Female,95086.0
India,2019,Ph.D. Female,91049.0
India,2018,Ph.D. Female,74102.0
India,2017,Ph.D. Female,68842.0
India,2016,Ph.D. Female,59242.0
Andaman and Nicobar Islands,2020,Ph.D. Female,12.0
Andaman and Nicobar Islands,2019,Ph.D. Female,9.0
Andaman and Nicobar Islands,2018,Ph.D. Female,23.0
Andaman and Nicobar Islands,2017,Ph.D. Female,26.0
Andaman and Nicobar Islands,2016,Ph.D. Female,21.0
Andhra Pradesh,2020,Ph.D. Female,2708.0
Andhra Pradesh,2019,Ph.D. Female,2879.0
Andhra Pradesh,2018,Ph.D. Female,1927.0
Andhra Pradesh,2017,Ph.D. Female,2282.0
Andhra Pradesh,2016,Ph.D. Female,1740.0
Arunachal Pradesh,2020,Ph.D. Female,258.0
Arunachal Pradesh,2019,Ph.D. Female,421.0
Arunachal Pradesh,2018,Ph.D. Female,280.0
Arunachal Pradesh,2017,Ph.D. Female,247.0
Arunachal Pradesh,2016,Ph.D. Female,270.0
Assam,2020,Ph.D. Female,2356.0
Assam,2019,Ph.D. Female,2413.0
Assam,2018,Ph.D. Female,1970.0
Assam,2017,Ph.D. Female,1704.0
Assam,2016,Ph.D. Female,1573.0
Bihar,2020,Ph.D. Female,1183.0
Bihar,2019,Ph.D. Female,1034.0
Bihar,2018,Ph.D. Female,1123.0
Bihar,2017,Ph.D. Female,954.0
Bihar,2016,Ph.D. Female,726.0
Chandigarh,2020,Ph.D. Female,427.0
Chandigarh,2019,Ph.D. Female,550.0
Chandigarh,2018,Ph.D. Female,508.0
Chandigarh,2017,Ph.D. Female,415.0
Chandigarh,2016,Ph.D. Female,625.0
Chhattisgarh,2020,Ph.D. Female,744.0
Chhattisgarh,2019,Ph.D. Female,691.0
Chhattisgarh,2018,Ph.D. Female,509.0
Chhattisgarh,2017,Ph.D. Female,425.0
Chhattisgarh,2016,Ph.D. Female,488.0
Delhi,2020,Ph.D. Female,7332.0
Delhi,2019,Ph.D. Female,7458.0
Delhi,2018,Ph.D. Female,4493.0
Delhi,2017,Ph.D. Female,7132.0
Delhi,2016,Ph.D. Female,4604.0
Goa,2020,Ph.D. Female,340.0
Goa,2019,Ph.D. Female,216.0
Goa,2018,Ph.D. Female,129.0
Goa,2017,Ph.D. Female,41.0
Goa,2016,Ph.D. Female,294.0
Gujarat,2020,Ph.D. Female,3202.0
Gujarat,2019,Ph.D. Female,3050.0
Gujarat,2018,Ph.D. Female,2328.0
Gujarat,2017,Ph.D. Female,1995.0
Gujarat,2016,Ph.D. Female,1953.0
Haryana,2020,Ph.D. Female,2502.0
Haryana,2019,Ph.D. Female,2356.0
Haryana,2018,Ph.D. Female,1966.0
Haryana,2017,Ph.D. Female,1696.0
Haryana,2016,Ph.D. Female,1784.0
Himachal Pradesh,2020,Ph.D. Female,1012.0
Himachal Pradesh,2019,Ph.D. Female,897.0
Himachal Pradesh,2018,Ph.D. Female,794.0
Himachal Pradesh,2017,Ph.D. Female,794.0
Himachal Pradesh,2016,Ph.D. Female,608.0
Jammu and Kashmir,2020,Ph.D. Female,2033.0
Jammu and Kashmir,2019,Ph.D. Female,1909.0
Jammu and Kashmir,2018,Ph.D. Female,1291.0
Jammu and Kashmir,2017,Ph.D. Female,1261.0
Jammu and Kashmir,2016,Ph.D. Female,977.0
Jharkhand,2020,Ph.D. Female,919.0
Jharkhand,2019,Ph.D. Female,1020.0
Jharkhand,2018,Ph.D. Female,795.0
Jharkhand,2017,Ph.D. Female,640.0
Jharkhand,2016,Ph.D. Female,648.0
Karnataka,2020,Ph.D. Female,5276.0
Karnataka,2019,Ph.D. Female,6566.0
Karnataka,2018,Ph.D. Female,5230.0
Karnataka,2017,Ph.D. Female,5087.0
Karnataka,2016,Ph.D. Female,4211.0
Kerala,2020,Ph.D. Female,5554.0
Kerala,2019,Ph.D. Female,4687.0
Kerala,2018,Ph.D. Female,4183.0
Kerala,2017,Ph.D. Female,3655.0
Kerala,2016,Ph.D. Female,3121.0
Jammu and Kashmir,2020,Ph.D. Female,2.0
Jammu and Kashmir,2019,Ph.D. Female,2.0
Madhya Pradesh,2020,Ph.D. Female,2477.0
Madhya Pradesh,2019,Ph.D. Female,2441.0
Madhya Pradesh,2018,Ph.D. Female,1710.0
Madhya Pradesh,2017,Ph.D. Female,1558.0
Madhya Pradesh,2016,Ph.D. Female,1284.0
Maharashtra,2020,Ph.D. Female,6393.0
Maharashtra,2019,Ph.D. Female,4861.0
Maharashtra,2018,Ph.D. Female,3873.0
Maharashtra,2017,Ph.D. Female,3841.0
Maharashtra,2016,Ph.D. Female,3146.0
Manipur,2020,Ph.D. Female,569.0
Manipur,2019,Ph.D. Female,507.0
Manipur,2018,Ph.D. Female,487.0
Manipur,2017,Ph.D. Female,314.0
Manipur,2016,Ph.D. Female,334.0
Meghalaya,2020,Ph.D. Female,364.0
Meghalaya,2019,Ph.D. Female,378.0
Meghalaya,2018,Ph.D. Female,678.0
Meghalaya,2017,Ph.D. Female,513.0
Meghalaya,2016,Ph.D. Female,492.0
Mizoram,2020,Ph.D. Female,436.0
Mizoram,2019,Ph.D. Female,388.0
Mizoram,2018,Ph.D. Female,368.0
Mizoram,2017,Ph.D. Female,296.0
Mizoram,2016,Ph.D. Female,256.0
Nagaland,2020,Ph.D. Female,314.0
Nagaland,2019,Ph.D. Female,307.0
Nagaland,2018,Ph.D. Female,257.0
Nagaland,2017,Ph.D. Female,201.0
Nagaland,2016,Ph.D. Female,138.0
Odisha,2020,Ph.D. Female,1324.0
Odisha,2019,Ph.D. Female,1423.0
Odisha,2018,Ph.D. Female,1670.0
Odisha,2017,Ph.D. Female,1311.0
Odisha,2016,Ph.D. Female,1086.0
Puducherry,2020,Ph.D. Female,325.0
Puducherry,2019,Ph.D. Female,217.0
Puducherry,2018,Ph.D. Female,292.0
Puducherry,2017,Ph.D. Female,254.0
Puducherry,2016,Ph.D. Female,334.0
Punjab,2020,Ph.D. Female,4938.0
Punjab,2019,Ph.D. Female,4888.0
Punjab,2018,Ph.D. Female,4713.0
Punjab,2017,Ph.D. Female,3823.0
Punjab,2016,Ph.D. Female,3692.0
Rajasthan,2020,Ph.D. Female,6379.0
Rajasthan,2019,Ph.D. Female,5372.0
Rajasthan,2018,Ph.D. Female,5145.0
Rajasthan,2017,Ph.D. Female,4054.0
Rajasthan,2016,Ph.D. Female,3338.0
Sikkim,2020,Ph.D. Female,80.0
Sikkim,2019,Ph.D. Female,195.0
Sikkim,2018,Ph.D. Female,188.0
Sikkim,2017,Ph.D. Female,53.0
Sikkim,2016,Ph.D. Female,89.0
Tamil Nadu,2020,Ph.D. Female,16968.0
Tamil Nadu,2019,Ph.D. Female,14823.0
Tamil Nadu,2018,Ph.D. Female,12121.0
Tamil Nadu,2017,Ph.D. Female,13511.0
Tamil Nadu,2016,Ph.D. Female,12321.0
Telangana,2020,Ph.D. Female,2487.0
Telangana,2019,Ph.D. Female,2001.0
Telangana,2018,Ph.D. Female,1239.0
Telangana,2017,Ph.D. Female,1632.0
Telangana,2016,Ph.D. Female,1440.0
Tripura,2020,Ph.D. Female,220.0
Tripura,2019,Ph.D. Female,227.0
Tripura,2018,Ph.D. Female,79.0
Tripura,2017,Ph.D. Female,44.0
Tripura,2016,Ph.D. Female,32.0
Uttar Pradesh,2020,Ph.D. Female,8246.0
Uttar Pradesh,2019,Ph.D. Female,10071.0
Uttar Pradesh,2018,Ph.D. Female,7404.0
Uttar Pradesh,2017,Ph.D. Female,5339.0
Uttar Pradesh,2016,Ph.D. Female,4389.0
Uttarakhand,2020,Ph.D. Female,2533.0
Uttarakhand,2019,Ph.D. Female,2019.0
Uttarakhand,2018,Ph.D. Female,1759.0
Uttarakhand,2017,Ph.D. Female,1489.0
Uttarakhand,2016,Ph.D. Female,1204.0
West Bengal,2020,Ph.D. Female,5173.0
West Bengal,2019,Ph.D. Female,4773.0
West Bengal,2018,Ph.D. Female,4570.0
West Bengal,2017,Ph.D. Female,2255.0
West Bengal,2016,Ph.D. Female,2024.0
India,2020,Ph.D. Both,211842.0
India,2019,Ph.D. Both,202449.0
India,2018,Ph.D. Both,169117.0
India,2017,Ph.D. Both,161412.0
India,2016,Ph.D. Both,141037.0
Andaman and Nicobar Islands,2020,Ph.D. Both,19.0
Andaman and Nicobar Islands,2019,Ph.D. Both,14.0
Andaman and Nicobar Islands,2018,Ph.D. Both,67.0
Andaman and Nicobar Islands,2017,Ph.D. Both,68.0
Andaman and Nicobar Islands,2016,Ph.D. Both,85.0
Andhra Pradesh,2020,Ph.D. Both,6991.0
Andhra Pradesh,2019,Ph.D. Both,6716.0
Andhra Pradesh,2018,Ph.D. Both,4981.0
Andhra Pradesh,2017,Ph.D. Both,6289.0
Andhra Pradesh,2016,Ph.D. Both,4672.0
Arunachal Pradesh,2020,Ph.D. Both,728.0
Arunachal Pradesh,2019,Ph.D. Both,986.0
Arunachal Pradesh,2018,Ph.D. Both,676.0
Arunachal Pradesh,2017,Ph.D. Both,644.0
Arunachal Pradesh,2016,Ph.D. Both,635.0
Assam,2020,Ph.D. Both,6004.0
Assam,2019,Ph.D. Both,5627.0
Assam,2018,Ph.D. Both,4940.0
Assam,2017,Ph.D. Both,4337.0
Assam,2016,Ph.D. Both,4118.0
Bihar,2020,Ph.D. Both,3808.0
Bihar,2019,Ph.D. Both,2699.0
Bihar,2018,Ph.D. Both,3362.0
Bihar,2017,Ph.D. Both,2856.0
Bihar,2016,Ph.D. Both,2228.0
Chandigarh,2020,Ph.D. Both,750.0
Chandigarh,2019,Ph.D. Both,959.0
Chandigarh,2018,Ph.D. Both,861.0
Chandigarh,2017,Ph.D. Both,887.0
Chandigarh,2016,Ph.D. Both,1254.0
Chhattisgarh,2020,Ph.D. Both,1654.0
Chhattisgarh,2019,Ph.D. Both,1515.0
Chhattisgarh,2018,Ph.D. Both,1474.0
Chhattisgarh,2017,Ph.D. Both,1165.0
Chhattisgarh,2016,Ph.D. Both,1266.0
Delhi,2020,Ph.D. Both,15444.0
Delhi,2019,Ph.D. Both,16270.0
Delhi,2018,Ph.D. Both,9411.0
Delhi,2017,Ph.D. Both,14712.0
Delhi,2016,Ph.D. Both,9923.0
Goa,2020,Ph.D. Both,616.0
Goa,2019,Ph.D. Both,433.0
Goa,2018,Ph.D. Both,296.0
Goa,2017,Ph.D. Both,112.0
Goa,2016,Ph.D. Both,488.0
Gujarat,2020,Ph.D. Both,8021.0
Gujarat,2019,Ph.D. Both,7430.0
Gujarat,2018,Ph.D. Both,5917.0
Gujarat,2017,Ph.D. Both,5251.0
Gujarat,2016,Ph.D. Both,4988.0
Haryana,2020,Ph.D. Both,4548.0
Haryana,2019,Ph.D. Both,4166.0
Haryana,2018,Ph.D. Both,3793.0
Haryana,2017,Ph.D. Both,3328.0
Haryana,2016,Ph.D. Both,3601.0
Himachal Pradesh,2020,Ph.D. Both,2112.0
Himachal Pradesh,2019,Ph.D. Both,1924.0
Himachal Pradesh,2018,Ph.D. Both,1915.0
Himachal Pradesh,2017,Ph.D. Both,1700.0
Himachal Pradesh,2016,Ph.D. Both,1329.0
Jammu and Kashmir,2020,Ph.D. Both,4445.0
Jammu and Kashmir,2019,Ph.D. Both,3989.0
Jammu and Kashmir,2018,Ph.D. Both,2683.0
Jammu and Kashmir,2017,Ph.D. Both,2496.0
Jammu and Kashmir,2016,Ph.D. Both,1968.0
Jharkhand,2020,Ph.D. Both,2657.0
Jharkhand,2019,Ph.D. Both,3489.0
Jharkhand,2018,Ph.D. Both,2903.0
Jharkhand,2017,Ph.D. Both,1798.0
Jharkhand,2016,Ph.D. Both,1805.0
Karnataka,2020,Ph.D. Both,11028.0
Karnataka,2019,Ph.D. Both,14988.0
Karnataka,2018,Ph.D. Both,13300.0
Karnataka,2017,Ph.D. Both,14190.0
Karnataka,2016,Ph.D. Both,10841.0
Kerala,2020,Ph.D. Both,8738.0
Kerala,2019,Ph.D. Both,7504.0
Kerala,2018,Ph.D. Both,6686.0
Kerala,2017,Ph.D. Both,5911.0
Kerala,2016,Ph.D. Both,5306.0
Jammu and Kashmir,2020,Ph.D. Both,8.0
Jammu and Kashmir,2019,Ph.D. Both,8.0
Madhya Pradesh,2020,Ph.D. Both,6153.0
Madhya Pradesh,2019,Ph.D. Both,5447.0
Madhya Pradesh,2018,Ph.D. Both,4093.0
Madhya Pradesh,2017,Ph.D. Both,3985.0
Madhya Pradesh,2016,Ph.D. Both,3272.0
Maharashtra,2020,Ph.D. Both,15751.0
Maharashtra,2019,Ph.D. Both,11983.0
Maharashtra,2018,Ph.D. Both,8796.0
Maharashtra,2017,Ph.D. Both,9206.0
Maharashtra,2016,Ph.D. Both,7528.0
Manipur,2020,Ph.D. Both,1193.0
Manipur,2019,Ph.D. Both,1045.0
Manipur,2018,Ph.D. Both,1088.0
Manipur,2017,Ph.D. Both,646.0
Manipur,2016,Ph.D. Both,726.0
Meghalaya,2020,Ph.D. Both,833.0
Meghalaya,2019,Ph.D. Both,870.0
Meghalaya,2018,Ph.D. Both,1153.0
Meghalaya,2017,Ph.D. Both,979.0
Meghalaya,2016,Ph.D. Both,963.0
Mizoram,2020,Ph.D. Both,987.0
Mizoram,2019,Ph.D. Both,867.0
Mizoram,2018,Ph.D. Both,783.0
Mizoram,2017,Ph.D. Both,643.0
Mizoram,2016,Ph.D. Both,618.0
Nagaland,2020,Ph.D. Both,593.0
Nagaland,2019,Ph.D. Both,577.0
Nagaland,2018,Ph.D. Both,492.0
Nagaland,2017,Ph.D. Both,423.0
Nagaland,2016,Ph.D. Both,232.0
Odisha,2020,Ph.D. Both,3271.0
Odisha,2019,Ph.D. Both,3346.0
Odisha,2018,Ph.D. Both,3722.0
Odisha,2017,Ph.D. Both,2982.0
Odisha,2016,Ph.D. Both,2474.0
Puducherry,2020,Ph.D. Both,596.0
Puducherry,2019,Ph.D. Both,508.0
Puducherry,2018,Ph.D. Both,802.0
Puducherry,2017,Ph.D. Both,776.0
Puducherry,2016,Ph.D. Both,938.0
Punjab,2020,Ph.D. Both,9566.0
Punjab,2019,Ph.D. Both,8999.0
Punjab,2018,Ph.D. Both,9095.0
Punjab,2017,Ph.D. Both,6877.0
Punjab,2016,Ph.D. Both,6843.0
Rajasthan,2020,Ph.D. Both,12967.0
Rajasthan,2019,Ph.D. Both,10850.0
Rajasthan,2018,Ph.D. Both,10441.0
Rajasthan,2017,Ph.D. Both,7979.0
Rajasthan,2016,Ph.D. Both,7010.0
Sikkim,2020,Ph.D. Both,195.0
Sikkim,2019,Ph.D. Both,410.0
Sikkim,2018,Ph.D. Both,399.0
Sikkim,2017,Ph.D. Both,130.0
Sikkim,2016,Ph.D. Both,196.0
Tamil Nadu,2020,Ph.D. Both,34411.0
Tamil Nadu,2019,Ph.D. Both,30639.0
Tamil Nadu,2018,Ph.D. Both,25820.0
Tamil Nadu,2017,Ph.D. Both,29778.0
Tamil Nadu,2016,Ph.D. Both,28684.0
Telangana,2020,Ph.D. Both,6715.0
Telangana,2019,Ph.D. Both,5508.0
Telangana,2018,Ph.D. Both,3430.0
Telangana,2017,Ph.D. Both,4884.0
Telangana,2016,Ph.D. Both,4200.0
Tripura,2020,Ph.D. Both,672.0
Tripura,2019,Ph.D. Both,615.0
Tripura,2018,Ph.D. Both,226.0
Tripura,2017,Ph.D. Both,119.0
Tripura,2016,Ph.D. Both,82.0
Uttar Pradesh,2020,Ph.D. Both,19806.0
Uttar Pradesh,2019,Ph.D. Both,23764.0
Uttar Pradesh,2018,Ph.D. Both,19119.0
Uttar Pradesh,2017,Ph.D. Both,15408.0
Uttar Pradesh,2016,Ph.D. Both,13227.0
Uttarakhand,2020,Ph.D. Both,6632.0
Uttarakhand,2019,Ph.D. Both,5468.0
Uttarakhand,2018,Ph.D. Both,4662.0
Uttarakhand,2017,Ph.D. Both,3908.0
Uttarakhand,2016,Ph.D. Both,3175.0
West Bengal,2020,Ph.D. Both,13930.0
West Bengal,2019,Ph.D. Both,12836.0
West Bengal,2018,Ph.D. Both,11731.0
West Bengal,2017,Ph.D. Both,6945.0
West Bengal,2016,Ph.D. Both,6362.0
India,2020,M.Phil. Male,6345.0
India,2019,M.Phil. Male,9010.0
India,2018,M.Phil. Male,11623.0
India,2017,M.Phil. Male,12287.0
India,2016,M.Phil. Male,16464.0
Andhra Pradesh,2020,M.Phil. Male,70.0
Andhra Pradesh,2019,M.Phil. Male,175.0
Andhra Pradesh,2018,M.Phil. Male,249.0
Andhra Pradesh,2017,M.Phil. Male,555.0
Andhra Pradesh,2016,M.Phil. Male,790.0
Arunachal Pradesh,2020,M.Phil. Male,56.0
Arunachal Pradesh,2019,M.Phil. Male,57.0
Arunachal Pradesh,2018,M.Phil. Male,47.0
Arunachal Pradesh,2017,M.Phil. Male,43.0
Arunachal Pradesh,2016,M.Phil. Male,48.0
Assam,2020,M.Phil. Male,126.0
Assam,2019,M.Phil. Male,245.0
Assam,2018,M.Phil. Male,192.0
Assam,2017,M.Phil. Male,129.0
Assam,2016,M.Phil. Male,76.0
Bihar,2020,M.Phil. Male,50.0
Bihar,2019,M.Phil. Male,55.0
Chandigarh,2020,M.Phil. Male,158.0
Chandigarh,2019,M.Phil. Male,140.0
Chandigarh,2018,M.Phil. Male,145.0
Chandigarh,2017,M.Phil. Male,168.0
Chandigarh,2016,M.Phil. Male,56.0
Chhattisgarh,2020,M.Phil. Male,36.0
Chhattisgarh,2019,M.Phil. Male,109.0
Chhattisgarh,2018,M.Phil. Male,193.0
Chhattisgarh,2017,M.Phil. Male,149.0
Chhattisgarh,2016,M.Phil. Male,141.0
Delhi,2020,M.Phil. Male,772.0
Delhi,2019,M.Phil. Male,650.0
Delhi,2018,M.Phil. Male,2402.0
Delhi,2017,M.Phil. Male,1243.0
Delhi,2016,M.Phil. Male,3028.0
Goa,2020,M.Phil. Male,6.0
Goa,2019,M.Phil. Male,1.0
Goa,2016,M.Phil. Male,2.0
Gujarat,2020,M.Phil. Male,135.0
Gujarat,2019,M.Phil. Male,468.0
Gujarat,2018,M.Phil. Male,470.0
Gujarat,2017,M.Phil. Male,306.0
Gujarat,2016,M.Phil. Male,352.0
Haryana,2020,M.Phil. Male,104.0
Haryana,2019,M.Phil. Male,80.0
Haryana,2018,M.Phil. Male,154.0
Haryana,2017,M.Phil. Male,170.0
Haryana,2016,M.Phil. Male,208.0
Himachal Pradesh,2020,M.Phil. Male,136.0
Himachal Pradesh,2019,M.Phil. Male,118.0
Himachal Pradesh,2018,M.Phil. Male,95.0
Himachal Pradesh,2017,M.Phil. Male,92.0
Himachal Pradesh,2016,M.Phil. Male,104.0
Jammu and Kashmir,2020,M.Phil. Male,117.0
Jammu and Kashmir,2019,M.Phil. Male,94.0
Jammu and Kashmir,2018,M.Phil. Male,143.0
Jammu and Kashmir,2017,M.Phil. Male,119.0
Jammu and Kashmir,2016,M.Phil. Male,109.0
Jharkhand,2020,M.Phil. Male,18.0
Jharkhand,2019,M.Phil. Male,33.0
Jharkhand,2018,M.Phil. Male,46.0
Jharkhand,2017,M.Phil. Male,79.0
Jharkhand,2016,M.Phil. Male,209.0
Karnataka,2020,M.Phil. Male,60.0
Karnataka,2019,M.Phil. Male,160.0
Karnataka,2018,M.Phil. Male,152.0
Karnataka,2017,M.Phil. Male,189.0
Karnataka,2016,M.Phil. Male,198.0
Kerala,2020,M.Phil. Male,207.0
Kerala,2019,M.Phil. Male,197.0
Kerala,2018,M.Phil. Male,204.0
Kerala,2017,M.Phil. Male,280.0
Kerala,2016,M.Phil. Male,165.0
Madhya Pradesh,2020,M.Phil. Male,91.0
Madhya Pradesh,2019,M.Phil. Male,427.0
Madhya Pradesh,2018,M.Phil. Male,264.0
Madhya Pradesh,2017,M.Phil. Male,299.0
